assertion:wikipedia:list-of-zx-spectrum-games:knight-driver:publisher-as-printed:hewson-consultants,wikipedia,game,Knight Driver,publisher_as_printed,organisation,Hewson Consultants,ZX Spectrum,1984,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-driver
assertion:wikipedia:list-of-zx-spectrum-games:knight-driver:release-date-as-printed:1984,wikipedia,game,Knight Driver,release_date_as_printed,date,1984,ZX Spectrum,1984,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-driver
assertion:wikipedia:list-of-zx-spectrum-games:knight-driver:title-seed:knight-driver,wikipedia,game,Knight Driver,title_seed,game,Knight Driver,ZX Spectrum,1984,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-driver
assertion:wikipedia:list-of-zx-spectrum-games:knight-force:developer-as-printed:titus-software,wikipedia,game,Knight Force,developer_as_printed,organisation,Titus Software,ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-force
assertion:wikipedia:list-of-zx-spectrum-games:knight-force:publisher-as-printed:titus-software,wikipedia,game,Knight Force,publisher_as_printed,organisation,Titus Software,ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-force
assertion:wikipedia:list-of-zx-spectrum-games:knight-force:release-date-as-printed:1990,wikipedia,game,Knight Force,release_date_as_printed,date,1990,ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-force
assertion:wikipedia:list-of-zx-spectrum-games:knight-force:title-seed:knight-force,wikipedia,game,Knight Force,title_seed,game,Knight Force,ZX Spectrum,1990,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-force
assertion:wikipedia:list-of-zx-spectrum-games:knight-lore:developer-as-printed:tim-and-chris-stamper,wikipedia,game,Knight Lore,developer_as_printed,organisation,Tim & Chris Stamper,ZX Spectrum,1984,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-lore
assertion:wikipedia:list-of-zx-spectrum-games:knight-lore:publisher-as-printed:ultimate-play-the-game,wikipedia,game,Knight Lore,publisher_as_printed,organisation,Ultimate Play the Game,ZX Spectrum,1984,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-lore
assertion:wikipedia:list-of-zx-spectrum-games:knight-lore:release-date-as-printed:1984,wikipedia,game,Knight Lore,release_date_as_printed,date,1984,ZX Spectrum,1984,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-lore
